North sea,Norwegian sea,Barents sea
11588.8,1056.1,676.0
11588.8,1056.1,676.0
11588.8,1056.1,676.0
11588.8,1056.1,676.0
11588.8,1058.4,676.0
11588.8,1058.4,676.0
11588.8,1058.4,676.0
11599.7,1058.4,676.0
11599.7,1279.8,676.0
11601.0,1318.8,676.0
11601.0,1318.8,676.0
11628.4,1318.8,676.0
11628.4,1318.8,676.0
12151.7,1318.8,676.0
12151.7,1318.8,676.0
12151.7,2488.7,676.0
12151.7,2488.7,1216.1
12151.7,2488.7,1216.1
12151.7,2488.7,1216.1
12151.7,2488.7,1216.1
12151.7,2488.7,1216.1
12151.7,2488.7,1216.1
12201.4,2488.7,1216.1
12201.4,2488.7,1216.1
12201.4,2488.7,1216.1
12201.4,2488.7,1216.1
12201.4,2488.7,1216.1
12201.4,2488.7,
12201.4,2488.7,
12636.7,2488.7,
12636.7,2488.7,
12636.7,3063.0,
12636.7,3063.0,
12636.7,3063.0,
12636.7,3220.2,
12636.7,3220.2,
12636.7,3220.2,
12636.7,3220.2,
12636.7,3220.2,
12636.7,3220.2,
12659.3,3220.2,
12743.6,3220.2,
12743.6,3220.2,
12743.6,3223.2,
12743.6,3223.2,
12743.6,3223.2,
12743.6,3223.2,
12743.6,3223.2,
12751.0,3223.2,
12751.0,3223.2,
12751.0,3223.2,
12751.0,3223.2,
12751.0,3223.2,
12753.8,3223.2,
12753.8,3223.2,
12753.8,3223.2,
12753.8,3226.3,
12753.8,3226.3,
12753.8,3226.3,
12753.8,3226.3,
12753.8,3226.3,
12753.8,3226.3,
12753.8,3226.3,
12790.9,3226.3,
12790.9,3226.3,
12867.1,3226.3,
12867.1,3226.3,
12867.1,3226.3,
12867.1,3226.3,
12867.1,3226.3,
12867.1,3258.4,
12867.1,3258.4,
12931.9,3258.4,
12931.9,3258.4,
12950.1,3258.4,
12950.1,3258.4,
12950.1,3258.4,
13342.6,3258.4,
13342.6,3305.2,
13342.6,3305.2,
13342.6,3375.1,
13342.6,3375.1,
13342.6,3375.1,
14253.4,3390.3,
14253.4,3390.3,
14253.4,3393.4,
14253.4,3393.4,
14253.4,3393.4,
14253.4,3393.4,
14456.6,3393.4,
14456.6,3393.4,
14456.6,3393.4,
14456.6,3393.4,
14456.6,3393.4,
14456.6,3406.9,
14456.6,3406.9,
14456.6,3412.4,
14456.6,3412.4,
14456.6,3412.4,
14456.6,3412.4,
14456.6,3432.4,
14456.6,3432.4,
14535.2,3432.4,
14535.2,3432.4,
14535.2,3432.4,
14535.2,3432.4,
14535.2,3432.4,
14535.2,3432.4,
14554.8,3432.4,
14554.8,3577.7,
14554.8,3577.7,
14554.8,3577.7,
14554.8,3577.7,
14554.8,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,3641.2,
14607.0,4549.5,
14607.0,4549.5,
14607.0,4567.8,
14607.0,4567.8,
14615.6,4567.8,
14615.6,4567.8,
14615.6,4567.8,
14615.6,4567.8,
14615.6,4567.8,
14615.6,4567.8,
14615.6,4567.8,
14615.6,4567.8,
14793.0,4567.8,
14793.0,4567.8,
14793.0,4567.8,
14793.0,4567.8,
14793.0,4626.7,
14793.0,4626.7,
14793.0,4626.7,
14793.0,4626.7,
14793.0,4626.7,
14793.0,4626.7,
14793.0,4626.7,
14808.7,4626.7,
14808.7,4626.7,
14808.7,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4626.7,
14811.8,4628.6,
14811.8,4628.6,
14811.8,4628.6,
14811.8,,
14811.8,,
14811.8,,
14811.8,,
14811.8,,
14811.8,,
14811.8,,
14811.8,,
14858.3,,
14858.3,,
14858.3,,
14858.3,,
14914.3,,
14920.2,,
14920.2,,
14920.2,,
15824.1,,
15824.1,,
15824.1,,
15824.1,,
15824.1,,
15824.1,,
15824.1,,
15824.1,,
15829.8,,
15829.8,,
15883.8,,
15883.8,,
15883.8,,
15886.6,,
15886.6,,
15886.6,,
15886.6,,
17569.2,,
17569.2,,
17569.2,,
17569.2,,
17806.3,,
18217.0,,
18483.7,,
18483.7,,
18483.7,,
18483.7,,
18489.9,,
18489.9,,
18525.1,,
18525.1,,
18525.1,,
18525.1,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18546.5,,
18571.0,,
18571.0,,
18571.0,,
18571.0,,
18673.5,,
18673.5,,
18673.5,,
18673.5,,
18674.8,,
18674.8,,
18674.8,,
18674.8,,
18697.8,,
18697.8,,
18697.8,,
18697.8,,
18697.8,,
18697.8,,
18697.8,,
18697.8,,
18697.8,,
18697.8,,
18744.2,,
18744.2,,
18744.2,,
18744.2,,
18744.2,,
18744.2,,
18752.4,,
18752.4,,
18752.4,,
18752.4,,
18752.4,,
18752.4,,
18752.4,,
18752.4,,
18779.6,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18860.1,,
18924.3,,
18924.3,,
18972.6,,
18972.6,,
18972.6,,
18972.6,,
18972.6,,
18972.6,,
18972.6,,
18972.6,,
18972.6,,
20736.3,,
20736.3,,
20736.3,,
20777.3,,
20777.3,,
20777.3,,
20782.3,,
20782.3,,
20782.3,,
20782.3,,
20782.3,,
20793.1,,
20793.1,,
20793.1,,
20793.1,,
20793.1,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
20794.4,,
21068.0,,
21068.0,,
21068.0,,
21068.0,,
21068.0,,
21068.0,,
21068.0,,
21068.0,,
21534.7,,
21534.7,,
21534.7,,
21534.7,,
21534.7,,
21599.5,,
21614.0,,
21614.0,,
21614.0,,
21614.0,,
21614.0,,
21614.0,,
21614.0,,
21646.7,,
21646.7,,
21646.7,,
21646.7,,
21646.7,,
21646.7,,
21646.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21663.7,,
21674.3,,
21674.3,,
21674.3,,
21674.3,,
21674.3,,
21674.3,,
21674.3,,
21690.4,,
21690.4,,
21690.4,,
21690.4,,
21690.4,,
21690.4,,
21690.4,,
21690.4,,
21690.4,,
21690.4,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25122.2,,
25197.1,,
25197.1,,
25197.1,,
25197.1,,
25197.1,,
25197.1,,
25197.1,,
25197.1,,
25209.7,,
25209.7,,
25212.2,,
25219.9,,
25219.9,,
25219.9,,
25219.9,,
25219.9,,
25219.9,,
25225.6,,
25274.0,,
25274.0,,
25274.0,,
25279.0,,
25279.0,,
25279.0,,
25279.0,,
25342.5,,
25342.5,,
25342.5,,
25342.5,,
25342.5,,
25342.5,,
25342.5,,
25342.5,,
25394.1,,
25394.1,,
25394.1,,
27152.2,,
27152.2,,
27152.2,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27162.3,,
27166.0,,
27311.9,,
27311.9,,
27311.9,,
27311.9,,
27311.9,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27410.7,,
27425.2,,
27425.2,,
27425.2,,
27425.2,,
27425.2,,
27425.2,,
27425.2,,
27425.2,,
27425.2,,
27425.2,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27455.4,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27458.5,,
27841.6,,
27841.6,,
27841.6,,
27841.6,,
27841.6,,
27841.6,,
27841.6,,
27894.0,,
27894.0,,
27895.9,,
27895.9,,
27895.9,,
27895.9,,
27895.9,,
27895.9,,
27895.9,,
27900.9,,
27900.9,,
27900.9,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
27919.1,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28025.4,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28094.7,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28171.4,,
28241.8,,
28241.8,,
28241.8,,
28241.8,,
28241.8,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28273.7,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28303.9,,
28359.9,,
28359.9,,
28359.9,,
28359.9,,
