Date,1960,1970,1980,1990,2000,2010,Sum
1972,0.0332083,0,0,0,0,0,0.0332083
1973,0.0322174,0,0,0,0,0,0.0322174
1974,0.0347099,0,0,0,0,0,0.0347099
1975,0.189482,0,0,0,0,0,0.189482
1976,0.279634,0,0,0,0,0,0.279634
1977,0.298737,0.0338533,0,0,0,0,0.332591
1978,0.356011,0.244828,0,0,0,0,0.600839
1979,0.34667,0.417079,0,0,0,0,0.763749
1980,0.344433,0.617123,0,0,0,0,0.961556
1981,0.304113,0.637704,0,0,0,0,0.941817
1982,0.288626,0.656036,0,0,0,0,0.944662
1983,0.283449,0.78463,0,0,0,0,1.06808
1984,0.276092,0.926105,0,0,0,0,1.2022
1985,0.240041,1.03496,0,0,0,0,1.275
1986,0.152777,1.20461,0,0,0,0,1.35739
1987,0.155516,1.38306,0,0,0,0,1.53857
1988,0.185303,1.50258,0,0,0,0,1.68788
1989,0.227455,1.83483,0,0,0,0,2.06229
1990,0.242675,1.82838,0.0844633,0,0,0,2.15551
1991,0.256366,1.99524,0.135001,0,0,0,2.38661
1992,0.276893,2.23948,0.152067,0,0,0,2.66844
1993,0.250173,2.33376,0.218817,0,0,0,2.80275
1994,0.274298,2.33895,0.534321,0,0,0,3.14757
1995,0.330116,2.31302,0.729504,0,0,0,3.37264
1996,0.341084,2.50417,1.02933,0.00136484,0,0,3.87594
1997,0.348981,2.57827,1.06892,0.0071563,0,0,4.00334
1998,0.32549,2.37607,1.07347,0.108838,0,0,3.88387
1999,0.317502,2.25919,1.22289,0.158208,0,0,3.95779
2000,0.417897,2.11644,1.3443,0.319518,0,0,4.19815
2001,0.411055,2.06117,1.49029,0.371742,0,0,4.33425
2002,0.41388,2.12009,1.60909,0.309302,0,0,4.45236
2003,0.421611,2.08249,1.63832,0.367512,0,0,4.50994
2004,0.447401,2.0207,1.59498,0.490423,0,0,4.5535
2005,0.451518,1.90006,1.49754,0.582296,0.0101384,0,4.44155
2006,0.441688,1.74014,1.33544,0.725432,0.0580577,0,4.30075
2007,0.375764,1.71256,1.31554,0.65032,0.0531197,0,4.1073
2008,0.334703,1.58275,1.29282,0.924377,0.0639385,0,4.19858
2009,0.293416,1.31289,1.27026,1.17998,0.0923913,0,4.14894
2010,0.24411,1.32235,1.21324,1.10254,0.104337,0,3.98657
2011,0.212552,1.12212,1.26895,1.07835,0.103692,0,3.78567
2012,0.187,1.30024,1.2481,1.0484,0.11449,0.00146255,3.8997
2013,0.162115,1.22608,1.12437,1.04372,0.153049,0.00253237,3.71187
2014,0.181414,1.24792,1.13003,1.04812,0.151805,0.00477592,3.76406
2015,0.177751,1.43816,1.19197,0.980408,0.172601,0.00590174,3.96679
2015-09-2016-08,0.171921,1.48883,1.18864,0.959148,0.245824,0.00938037,4.06374
