Date,1960,1970,1980,1990,2000,2010,Sum
1977-09,0.0031095,0.0014953,0,0,0,0,0.0046048
1977-10,0.0107283,0.00584591,0,0,0,0,0.0165742
1977-11,0.0177225,0.0104259,0,0,0,0,0.0281484
1977-12,0.0249096,0.020842,0,0,0,0,0.0457516
1978-01,0.0331131,0.0324583,0,0,0,0,0.0655714
1978-02,0.0400396,0.0436104,0,0,0,0,0.0836499
1978-03,0.0476158,0.0535953,0,0,0,0,0.101211
1978-04,0.0548391,0.0646877,0,0,0,0,0.119527
1978-05,0.0605796,0.0735489,0,0,0,0,0.134128
1978-06,0.0662926,0.0818264,0,0,0,0,0.148119
1978-07,0.0737734,0.0913934,0,0,0,0,0.165167
1978-08,0.0799991,0.102125,0,0,0,0,0.182124
1978-09,0.0849253,0.116458,0,0,0,0,0.201383
1978-10,0.0851713,0.129614,0,0,0,0,0.214785
1978-11,0.0863708,0.145492,0,0,0,0,0.231863
1978-12,0.0873528,0.157368,0,0,0,0,0.24472
1979-01,0.0876914,0.169311,0,0,0,0,0.257003
1979-02,0.0884007,0.178539,0,0,0,0,0.26694
1979-03,0.0897969,0.18966,0,0,0,0,0.279457
1979-04,0.0919386,0.19714,0,0,0,0,0.289078
1979-05,0.0955956,0.205991,0,0,0,0,0.301587
1979-06,0.0954002,0.210859,0,0,0,0,0.306259
1979-07,0.0964274,0.218991,0,0,0,0,0.315419
1979-08,0.100375,0.227764,0,0,0,0,0.328139
1979-09,0.103075,0.231566,0,0,0,0,0.334641
1979-10,0.102926,0.235377,0,0,0,0,0.338303
1979-11,0.105179,0.241647,0,0,0,0,0.346826
1979-12,0.107554,0.248646,0,0,0,0,0.3562
1980-01,0.109361,0.256733,0,0,0,0,0.366095
1980-02,0.113213,0.265844,0,0,0,0,0.379057
1980-03,0.115704,0.274258,0,0,0,0,0.389962
1980-04,0.116896,0.281452,0,0,0,0,0.398348
1980-05,0.118933,0.287968,0,0,0,0,0.406901
1980-06,0.123955,0.298168,0,0,0,0,0.422123
1980-07,0.120803,0.298943,0,0,0,0,0.419747
1980-08,0.120013,0.302529,0,0,0,0,0.422543
1980-09,0.120027,0.30557,0,0,0,0,0.425597
1980-10,0.123732,0.308315,0,0,0,0,0.432047
1980-11,0.124741,0.307966,0,0,0,0,0.432708
1980-12,0.125766,0.306579,0,0,0,0,0.432345
1981-01,0.127421,0.304537,0,0,0,0,0.431958
1981-02,0.12737,0.301557,0,0,0,0,0.428927
1981-03,0.129485,0.300999,0,0,0,0,0.430484
1981-04,0.131447,0.302618,0,0,0,0,0.434065
1981-05,0.131836,0.300284,0,0,0,0,0.43212
1981-06,0.130529,0.29972,0,0,0,0,0.43025
1981-07,0.134426,0.303889,0,0,0,0,0.438316
1981-08,0.128367,0.296088,0,0,0,0,0.424455
1981-09,0.1289,0.296479,0,0,0,0,0.425379
1981-10,0.126956,0.300015,0,0,0,0,0.42697
1981-11,0.125356,0.302202,0,0,0,0,0.427558
1981-12,0.123869,0.306112,0,0,0,0,0.42998
1982-01,0.12458,0.308237,0,0,0,0,0.432817
1982-02,0.124781,0.309896,0,0,0,0,0.434677
1982-03,0.123847,0.312458,0,0,0,0,0.436306
1982-04,0.123292,0.314042,0,0,0,0,0.437335
1982-05,0.12149,0.31472,0,0,0,0,0.43621
1982-06,0.120071,0.310994,0,0,0,0,0.431065
1982-07,0.118214,0.306397,0,0,0,0,0.424611
1982-08,0.122754,0.306448,0,0,0,0,0.429202
1982-09,0.119933,0.299849,0,0,0,0,0.419781
1982-10,0.119646,0.29559,0,0,0,0,0.415235
1982-11,0.121154,0.293779,0,0,0,0,0.414933
1982-12,0.122369,0.290532,0,0,0,0,0.412901
1983-01,0.121496,0.286948,0,0,0,0,0.408444
1983-02,0.119088,0.285764,0,0,0,0,0.404851
1983-03,0.117411,0.282456,0,0,0,0,0.399867
1983-04,0.114625,0.27962,0,0,0,0,0.394244
1983-05,0.113758,0.279045,0,0,0,0,0.392803
1983-06,0.114289,0.278402,0,0,0,0,0.392691
1983-07,0.116018,0.277782,0,0,0,0,0.3938
1983-08,0.117228,0.279865,0,0,0,0,0.397093
1983-09,0.117205,0.282434,0,0,0,0,0.399639
1983-10,0.116961,0.286581,0,0,0,0,0.403542
1983-11,0.11499,0.289172,0,0,0,0,0.404162
1983-12,0.114652,0.29226,0,0,0,0,0.406913
1984-01,0.113178,0.296597,0,0,0,0,0.409775
1984-02,0.115777,0.299836,0,0,0,0,0.415613
1984-03,0.118215,0.304066,0,0,0,0,0.422281
1984-04,0.120329,0.306689,0,0,0,0,0.427018
1984-05,0.122098,0.311744,0,0,0,0,0.433841
1984-06,0.124047,0.315881,0,0,0,0,0.439928
1984-07,0.123452,0.31677,0,0,0,0,0.440221
1984-08,0.120052,0.316589,0,0,0,0,0.436641
1984-09,0.120208,0.318822,0,0,0,0,0.43903
1984-10,0.121848,0.319906,0,0,0,0,0.441755
1984-11,0.122917,0.322394,0,0,0,0,0.44531
1984-12,0.122769,0.324643,0,0,0,0,0.447412
1985-01,0.124993,0.328022,0,0,0,0,0.453015
1985-02,0.124245,0.329521,0,0,0,0,0.453766
1985-03,0.122707,0.331769,0,0,0,0,0.454476
1985-04,0.121631,0.336212,0,0,0,0,0.457843
1985-05,0.121114,0.339155,0,0,0,0,0.460269
