North sea,Norwegian sea,Barents sea
23184.4,12121.5,
23184.4,12121.5,
23184.4,,
23184.4,,
23184.4,,
23184.4,,
23184.4,,
23184.4,,
23184.4,,
23340.4,,
23340.4,,
23340.4,,
23340.4,,
23410.5,,
23410.5,,
23410.5,,
23410.5,,
24317.5,,
24317.5,,
24317.5,,
24317.5,,
24317.5,,
24317.5,,
24317.5,,
24317.5,,
24326.3,,
24377.1,,
24377.1,,
24377.1,,
24377.1,,
24377.1,,
24377.1,,
24377.1,,
24377.1,,
26217.7,,
26217.7,,
26217.7,,
26217.7,,
26507.0,,
26976.3,,
27264.9,,
27264.9,,
27264.9,,
27264.9,,
27264.9,,
27264.9,,
27310.8,,
27310.8,,
27310.8,,
27310.8,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27333.4,,
27426.1,,
27426.1,,
27426.1,,
27426.1,,
27530.5,,
27530.5,,
27530.5,,
27530.5,,
27552.4,,
27552.4,,
27552.4,,
27552.4,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27580.7,,
27602.7,,
27602.7,,
27602.7,,
27602.7,,
27602.7,,
27602.7,,
27602.7,,
27602.7,,
27625.6,,
27751.0,,
27751.0,,
27751.0,,
27751.0,,
27751.0,,
27751.0,,
27751.0,,
27751.0,,
27751.0,,
27751.0,,
27760.1,,
27760.1,,
27845.3,,
27845.3,,
27845.3,,
27845.3,,
27845.3,,
27845.3,,
27845.3,,
27845.3,,
27845.3,,
27845.3,,
27968.3,,
39066.4,,
39066.4,,
39066.4,,
39113.7,,
39113.7,,
39113.7,,
39246.4,,
39246.4,,
39246.4,,
39246.4,,
39246.4,,
39291.6,,
39291.6,,
39291.6,,
39291.6,,
39291.6,,
39445.0,,
39445.0,,
39445.0,,
39467.5,,
39467.5,,
39467.5,,
39467.5,,
39467.5,,
39467.5,,
39467.5,,
39467.5,,
39824.1,,
39881.1,,
39881.1,,
39881.1,,
39881.1,,
39881.1,,
39881.1,,
39881.1,,
40365.4,,
40365.4,,
40365.4,,
40365.4,,
40365.4,,
40438.2,,
40456.4,,
40456.4,,
40456.4,,
40456.4,,
40456.4,,
40456.4,,
40456.4,,
40599.1,,
40599.1,,
40599.1,,
40599.1,,
40599.1,,
40599.1,,
40599.1,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40664.0,,
40672.8,,
40672.8,,
40672.8,,
40672.8,,
40672.8,,
40672.8,,
40672.8,,
40700.7,,
40700.7,,
40700.7,,
40700.7,,
40700.7,,
40700.7,,
40700.7,,
40700.7,,
40750.1,,
40750.1,,
45368.2,,
45368.2,,
45368.2,,
45368.2,,
45368.2,,
45368.2,,
45368.2,,
45368.2,,
45368.2,,
45466.9,,
45466.9,,
45466.9,,
45466.9,,
45466.9,,
45466.9,,
45614.0,,
45620.2,,
45620.2,,
45620.2,,
45620.2,,
45620.2,,
45620.2,,
45620.2,,
45628.0,,
45628.0,,
45629.3,,
45629.3,,
45629.3,,
45629.3,,
45629.3,,
45629.3,,
45629.3,,
45633.1,,
45691.6,,
45707.4,,
45707.4,,
45712.4,,
45712.4,,
45712.4,,
45712.4,,
45974.5,,
45974.5,,
45974.5,,
45974.5,,
45974.5,,
45974.5,,
45974.5,,
45974.5,,
46234.1,,
46234.1,,
46234.1,,
48109.3,,
48109.3,,
48109.3,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48140.1,,
48149.1,,
48300.1,,
48300.1,,
48300.1,,
48300.1,,
48300.1,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48393.8,,
48407.0,,
48407.0,,
48407.0,,
48407.0,,
48407.0,,
48407.0,,
48407.0,,
48407.0,,
48407.0,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48411.7,,
48493.5,,
48493.5,,
48493.5,,
48493.5,,
48493.5,,
48493.5,,
48493.5,,
48493.5,,
48493.5,,
48560.5,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48605.7,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48608.6,,
48781.6,,
49216.0,,
49216.0,,
49216.0,,
49216.0,,
49216.0,,
49216.0,,
49216.0,,
49268.4,,
49268.4,,
49279.1,,
49279.1,,
49279.1,,
49279.1,,
49279.1,,
49279.1,,
49279.1,,
49302.3,,
49302.3,,
49302.3,,
49372.4,,
49372.4,,
49372.4,,
49372.4,,
49372.4,,
49372.4,,
49372.4,,
49372.4,,
49372.4,,
49372.4,,
49379.3,,
49379.3,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49597.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49694.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
49951.4,,
50022.5,,
50022.5,,
50022.5,,
50022.5,,
50059.6,,
50059.6,,
50059.6,,
50059.6,,
50059.6,,
50065.3,,
50065.3,,
50065.3,,
50065.3,,
50065.3,,
50065.3,,
50065.3,,
50799.3,,
50799.3,,
50799.3,,
50799.3,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50833.8,,
50889.8,,
50889.8,,
50889.8,,
50889.8,,
