date,mma,1-0 - 50% produsert,1-50 - 60% produsert,3-60 - 70% produsert,4-70 - 80% produsert,5-80 - 90% produsert,6-90 - 100% produsert
2007-01,2.34,0.81,0.23,0.72,0.21,0.30,0.10
2007-02,2.34,0.82,0.24,0.72,0.16,0.35,0.10
2007-03,2.33,0.81,0.24,0.69,0.16,0.33,0.10
2007-04,2.34,0.71,0.34,0.47,0.39,0.35,0.10
2007-05,2.32,0.52,0.42,0.42,0.33,0.34,0.10
2007-06,2.29,0.50,0.42,0.34,0.16,0.38,0.07
2007-07,2.28,0.56,0.46,0.43,0.31,0.43,0.09
2007-08,2.27,0.54,0.27,0.42,0.32,0.45,0.08
2007-09,2.26,0.54,0.35,0.42,0.30,0.44,0.09
2007-10,2.25,0.55,0.44,0.37,0.31,0.44,0.09
2007-11,2.23,0.56,0.43,0.40,0.29,0.43,0.09
2007-12,2.21,0.55,0.40,0.41,0.30,0.42,0.10
2008-01,2.19,0.55,0.42,0.40,0.29,0.41,0.10
2008-02,2.17,0.55,0.42,0.35,0.29,0.40,0.10
2008-03,2.15,0.55,0.45,0.37,0.30,0.37,0.09
2008-04,2.13,0.54,0.40,0.36,0.30,0.36,0.06
2008-05,2.13,0.48,0.50,0.36,0.31,0.39,0.08
2008-06,2.13,0.50,0.41,0.39,0.25,0.31,0.08
2008-07,2.13,0.58,0.47,0.42,0.29,0.39,0.08
2008-08,2.12,0.52,0.42,0.33,0.29,0.34,0.08
2008-09,2.11,0.50,0.37,0.38,0.26,0.42,0.08
2008-10,2.11,0.51,0.38,0.50,0.26,0.45,0.08
2008-11,2.11,0.56,0.38,0.49,0.25,0.43,0.07
2008-12,2.11,0.57,0.28,0.60,0.26,0.43,0.07
2009-01,2.10,0.54,0.25,0.44,0.40,0.41,0.07
2009-02,2.11,0.61,0.25,0.44,0.38,0.41,0.07
2009-03,2.11,0.59,0.25,0.42,0.42,0.31,0.16
2009-04,2.10,0.59,0.11,0.34,0.39,0.31,0.14
2009-05,2.07,0.53,0.21,0.34,0.35,0.22,0.15
2009-06,2.06,0.51,0.08,0.47,0.36,0.21,0.15
2009-07,2.04,0.63,0.11,0.47,0.44,0.24,0.18
2009-08,2.03,0.57,0.15,0.39,0.41,0.22,0.15
2009-09,2.02,0.59,0.19,0.24,0.45,0.24,0.17
2009-10,2.01,0.61,0.17,0.36,0.47,0.25,0.16
2009-11,2.00,0.60,0.17,0.38,0.46,0.25,0.20
2009-12,1.98,0.57,0.17,0.38,0.46,0.22,0.20
2010-01,1.97,0.55,0.16,0.38,0.45,0.23,0.21
2010-02,1.95,0.53,0.16,0.38,0.45,0.22,0.21
2010-03,1.93,0.52,0.16,0.33,0.49,0.22,0.20
2010-04,1.93,0.50,0.15,0.32,0.49,0.21,0.20
2010-05,1.94,0.52,0.15,0.32,0.49,0.19,0.19
2010-06,1.92,0.54,0.14,0.30,0.23,0.15,0.17
2010-07,1.90,0.52,0.13,0.35,0.47,0.16,0.18
2010-08,1.87,0.48,0.09,0.22,0.48,0.16,0.17
2010-09,1.85,0.41,0.09,0.30,0.41,0.20,0.19
2010-10,1.84,0.48,0.11,0.39,0.47,0.22,0.19
2010-11,1.82,0.31,0.24,0.29,0.55,0.21,0.18
2010-12,1.80,0.32,0.26,0.30,0.54,0.22,0.15
2011-01,1.78,0.37,0.28,0.31,0.53,0.19,0.15
2011-02,1.77,0.37,0.27,0.32,0.54,0.19,0.16
2011-03,1.76,0.35,0.25,0.32,0.47,0.19,0.16
2011-04,1.75,0.33,0.24,0.22,0.58,0.21,0.17
2011-05,1.72,0.28,0.22,0.17,0.59,0.13,0.14
2011-06,1.73,0.38,0.22,0.19,0.55,0.16,0.12
2011-07,1.72,0.38,0.23,0.21,0.54,0.19,0.14
2011-08,1.72,0.36,0.23,0.19,0.52,0.19,0.14
2011-09,1.72,0.38,0.09,0.21,0.55,0.17,0.15
2011-10,1.70,0.38,0.15,0.21,0.58,0.18,0.14
2011-11,1.69,0.33,0.26,0.19,0.58,0.17,0.14
2011-12,1.68,0.36,0.25,0.20,0.56,0.13,0.17
2012-01,1.67,0.42,0.18,0.23,0.55,0.14,0.16
2012-02,1.65,0.42,0.14,0.22,0.59,0.07,0.23
2012-03,1.65,0.42,0.15,0.19,0.56,0.07,0.23
2012-04,1.64,0.42,0.19,0.22,0.53,0.05,0.24
2012-05,1.64,0.40,0.16,0.22,0.58,0.04,0.23
2012-06,1.63,0.31,0.18,0.22,0.55,0.03,0.20
2012-07,1.62,0.33,0.20,0.19,0.41,0.16,0.20
2012-08,1.61,0.32,0.19,0.21,0.38,0.18,0.22
2012-09,1.58,0.29,0.04,0.27,0.25,0.16,0.22
2012-10,1.57,0.33,0.06,0.34,0.40,0.15,0.21
2012-11,1.55,0.28,0.08,0.32,0.39,0.16,0.21
2012-12,1.53,0.30,0.09,0.35,0.26,0.29,0.20
2013-01,1.52,0.28,0.09,0.34,0.26,0.29,0.21
2013-02,1.50,0.26,0.10,0.32,0.28,0.29,0.21
2013-03,1.48,0.29,0.10,0.33,0.26,0.28,0.19
2013-04,1.47,0.30,0.08,0.35,0.27,0.29,0.21
2013-05,1.46,0.32,0.08,0.35,0.25,0.30,0.21
2013-06,1.45,0.25,0.16,0.33,0.20,0.18,0.21
2013-07,1.45,0.24,0.18,0.28,0.36,0.29,0.21
2013-08,1.45,0.21,0.14,0.25,0.34,0.33,0.20
2013-09,1.46,0.20,0.08,0.23,0.36,0.28,0.16
2013-10,1.45,0.20,0.13,0.20,0.35,0.35,0.17
2013-11,1.46,0.20,0.19,0.24,0.38,0.34,0.19
2013-12,1.46,0.13,0.17,0.29,0.38,0.36,0.20
2014-01,1.47,0.17,0.16,0.31,0.37,0.35,0.20
2014-02,1.48,0.13,0.19,0.28,0.37,0.36,0.20
2014-03,1.49,0.11,0.20,0.29,0.38,0.35,0.20
2014-04,1.49,0.17,0.19,0.29,0.35,0.36,0.20
2014-05,1.47,0.17,0.17,0.22,0.27,0.36,0.14
2014-06,1.48,0.18,0.11,0.29,0.31,0.35,0.19
2014-07,1.48,0.19,0.11,0.36,0.35,0.34,0.19
2014-08,1.48,0.16,0.09,0.24,0.46,0.34,0.20
2014-09,1.50,0.18,0.05,0.27,0.45,0.34,0.19
2014-10,1.51,0.19,0.08,0.28,0.41,0.40,0.21
2014-11,1.51,0.20,0.07,0.25,0.35,0.45,0.22
2014-12,1.51,0.26,0.07,0.24,0.34,0.44,0.21
2015-01,1.51,0.25,0.07,0.23,0.35,0.43,0.21
2015-02,1.51,0.24,0.05,0.25,0.31,0.48,0.20
2015-03,1.51,0.21,0.05,0.27,0.32,0.48,0.21
2015-04,1.51,0.27,0.05,0.24,0.31,0.48,0.22
2015-05,1.53,0.26,0.04,0.25,0.29,0.47,0.20
2015-06,1.54,0.28,0.05,0.24,0.31,0.48,0.21
2015-07,1.54,0.27,0.06,0.21,0.32,0.50,0.21
2015-08,1.55,0.26,0.05,0.15,0.40,0.50,0.20
2015-09,1.55,0.28,0.01,0.10,0.45,0.50,0.20
2015-10,1.56,0.27,0.02,0.06,0.49,0.59,0.21
2015-11,1.56,0.29,0.02,0.05,0.47,0.57,0.20
2015-12,1.57,0.30,0.03,0.05,0.47,0.56,0.22
2016-01,1.58,0.29,0.04,0.07,0.45,0.55,0.21
2016-02,1.58,0.28,0.04,0.08,0.47,0.54,0.22
2016-03,1.59,0.31,0.03,0.07,0.44,0.55,0.21
2016-04,1.59,0.30,0.04,0.07,0.46,0.54,0.22
2016-05,1.60,0.25,0.07,0.09,0.45,0.51,0.19
2016-06,1.59,0.31,0.07,0.08,0.40,0.39,0.20
2016-07,1.60,0.34,0.07,0.09,0.46,0.55,0.22
2016-08,1.60,0.30,0.06,0.06,0.41,0.54,0.21
2016-09,1.59,0.20,0.03,0.08,0.35,0.57,0.16
2016-10,1.60,0.29,0.13,0.09,0.36,0.65,0.21
2016-11,1.61,0.28,0.13,0.09,0.39,0.64,0.23
2016-12,1.62,0.28,0.12,0.09,0.37,0.49,0.35
2017-01,1.62,0.21,0.14,0.10,0.34,0.49,0.35
